Magenta,Noumea,New Caledonia,GEA,-22.258278,166.472806
Mare,Mare,New Caledonia,MEE,-21.481678,168.037508
Touho,Touho,New Caledonia,TOU,-20.790028,165.259486
Ouvea,Ouvea,New Caledonia,UVE,-20.640556,166.572778
La Tontouta,Noumea,New Caledonia,NOU,-22.014553,166.212972
Auckland Intl,Auckland,New Zealand,AKL,-37.008056,174.791667
Taupo,Taupo,New Zealand,TUO,-38.739723,176.084444
Ardmore,Ardmore,New Zealand,AMZ,-37.029722,174.973333
Christchurch Intl,Christchurch,New Zealand,CHC,-43.489358,172.532225
Chatham Islands,Chatham Island,New Zealand,CHT,-43.81,-176.457222
Dunedin,Dunedin,New Zealand,DUD,-45.928055,170.198333
Gisborne,Gisborne,New Zealand,GIS,-38.663333,177.978333
Glentanner,Glentanner,New Zealand,MON,-43.906666,170.128333
Hokitika,Hokitika,New Zealand,HKK,-42.713611,170.985278
Hamilton,Hamilton,New Zealand,HLZ,-37.866661,175.332056
Hastings,Hastings,New Zealand,,-39.646667,176.766944
Kerikeri,Kerikeri,New Zealand,KKE,-35.262779,173.911944
Kaitaia,Kaitaia,New Zealand,KAT,-35.07,173.285278
Alexandra,Alexandra,New Zealand,ALR,-45.211666,169.373333
Mount Cook,Mount Cook,New Zealand,GTN,-43.764999,170.133333
Manapouri,Manapouri,New Zealand,TEU,-45.533056,167.65
Masterton,Masterton,New Zealand,MRO,-40.973333,175.633611
New Plymouth,New Plymouth,New Zealand,NPL,-39.008611,174.179167
Nelson,Nelson,New Zealand,NSN,-41.298333,173.221111
Invercargill,Invercargill,New Zealand,IVC,-46.412408,168.312992
Ohakea,Ohakea,New Zealand,,-40.206039,175.387808
Oamaru,Oamaru,New Zealand,OAM,-44.97,171.081667
Palmerston North,Palmerston North,New Zealand,PMR,-40.320556,175.616944
Paraparaumu,Paraparaumu,New Zealand,PPQ,-40.904722,174.989167
Queenstown,Queenstown International,New Zealand,ZQN,-45.021111,168.739167
Rotorua,Rotorua,New Zealand,ROT,-38.109167,176.317222
Waiouru,Waiouru,New Zealand,,-39.446389,175.658333
South Pole Station,Stephen's Island,Antarctica,,-89.999997,0
Tauranga,Tauranga,New Zealand,TRG,-37.671944,176.19611
Timaru,Timaru,New Zealand,TIU,-44.302778,171.225278
Pukaki,Pukaki,New Zealand,,-44.235,170.118333
Woodbourne,Woodbourne,New Zealand,BHE,-41.518333,173.870278
Mcmurdo Station,Weydon,Antarctica,,-77.867358,167.056572
Wanaka,Wanaka,New Zealand,WKA,-44.722222,169.245556
Wigram,Wigram,New Zealand,,-43.551111,172.552778
Whakatane,Whakatane,New Zealand,WHK,-37.920556,176.914167
Wellington Intl,Wellington,New Zealand,WLG,-41.327221,174.805278
Wairoa,Wairoa,New Zealand,,-39.006944,177.406667
Whenuapai,Whenuapai,New Zealand,,-36.787777,174.630278
Whangarei,Whangarei,New Zealand,WRE,-35.768333,174.365
Westport,Westport,New Zealand,WSZ,-41.738056,171.580833
Wanganui,Wanganui,New Zealand,WAG,-39.962222,175.025278
Herat,Herat,Afghanistan,HEA,34.210017,62.2283
Jalalabad,Jalalabad,Afghanistan,JAA,34.399842,70.498625
Kabul Intl,Kabul,Afghanistan,KBL,34.565853,69.212328
Kandahar,Kandahar,Afghanistan,KDH,31.505756,65.847822
Maimana,Maimama,Afghanistan,MMZ,35.930789,64.760917
Mazar I Sharif,Mazar-i-sharif,Afghanistan,MZR,36.706914,67.209678
Shindand,Shindand,Afghanistan,,33.391331,62.260975
Sheberghan,Sheberghan,Afghanistan,,36.750783,65.913164
Konduz,Kunduz,Afghanistan,UND,36.665111,68.910833
Bahrain Intl,Bahrain,Bahrain,BAH,26.270834,50.63361
Shaikh Isa,Bahrain,Bahrain,,25.918362,50.590557
Abha,Abha,Saudi Arabia,AHB,18.240367,42.656625
Al Ahsa,Al-ahsa,Saudi Arabia,HOF,25.285306,49.485189
Al Baha,El-baha,Saudi Arabia,ABT,20.296139,41.634277
Bisha,Bisha,Saudi Arabia,BHH,19.98435,42.620881
Abqaiq,Abqaiq,Saudi Arabia,,25.911281,49.591231
King Fahd Intl,Dammam,Saudi Arabia,DMM,26.471161,49.79789
King Abdulaziz Ab,Dhahran,Saudi Arabia,DHA,26.265417,50.152027
King Abdullah Bin Abdulaziz,Gizan,Saudi Arabia,GIZ,16.901111,42.585833
Gassim,Gassim,Saudi Arabia,ELQ,26.302822,43.773911
Guriat,Guriat,Saudi Arabia,URY,31.411942,37.279469
Hail,Hail,Saudi Arabia,HAS,27.437917,41.686292
Jubail,Jubail,Saudi Arabia,,27.039028,49.405083
King Faisal Naval Base,Jeddah,Saudi Arabia,,21.3481,39.173033
King Abdulaziz Intl,Jeddah,Saudi Arabia,JED,21.679564,39.156536
King Khaled Military City,King Khalid Mil.city,Saudi Arabia,HBT,27.900917,45.528194
Prince Mohammad Bin Abdulaziz,Madinah,Saudi Arabia,MED,24.553422,39.705061
Nejran,Nejran,Saudi Arabia,EAM,17.611436,44.419169
Qaisumah,Hafr Al-batin,Saudi Arabia,AQI,28.335192,46.125069
Pump Station 3,Petroline 3,Saudi Arabia,,25.174547,47.488431
Pump Station 6,Petroline 6,Saudi Arabia,,24.710333,44.964527
Pump Station 10,Petroline 10,Saudi Arabia,,24.107339,41.036047
Rabigh,Rabigh,Saudi Arabia,,22.702608,39.069842
Rafha,Rafha,Saudi Arabia,RAH,29.626419,43.490614
King Khaled Intl,Riyadh,Saudi Arabia,RUH,24.95764,46.698776
Ras Mishab,Rash Mishab,Saudi Arabia,,28.079584,48.610973
Arar,Arar,Saudi Arabia,RAE,30.906589,41.138217
Ras Tanura,Ras Tanura,Saudi Arabia,,26.723108,50.030814
Sharurah,Sharurah,Saudi Arabia,SHW,17.466875,47.121431
Sulayel,Sulayel,Saudi Arabia,SLF,20.464744,45.619644
Tabuk,Tabuk,Saudi Arabia,TUU,28.365417,36.618889
Taif,Taif,Saudi Arabia,TIF,21.483418,40.544334
Thumamah,Thumamah,Saudi Arabia,,25.212986,46.640978
Ras Tanajib,Ras Tanajib,Saudi Arabia,,27.867844,48.76915
Turaif,Turaif,Saudi Arabia,TUI,31.692683,38.7312
Wejh,Wejh,Saudi Arabia,EJH,26.198553,36.476381
Yenbo,Yenbo,Saudi Arabia,YNB,24.144244,38.06335
Abadan,Abadan,Iran,ABD,30.371111,48.228333
Dezful,Dezful,Iran,,32.434444,48.39764
Aghajari,Aghajari,Iran,,30.74445,49.677183
Gachsaran,Gachsaran,Iran,,30.337567,50.827964
Shahid Asyaee,Masjed Soleiman,Iran,QMJ,32.002372,49.270364
Omidiyeh,Omidyeh,Iran,,30.835167,49.534916
Mahshahr,Bandar Mahshahr,Iran,MRX,30.556192,49.151879
Ahwaz,Ahwaz,Iran,AWZ,31.337431,48.76195
Abumusa Island,Abumusa I.,Iran,,25.875742,55.032994
Bushehr,Bushehr,Iran,BUZ,28.944811,50.834637
Bastak,Bastak,Iran,,27.212678,54.318592
Asaloyeh,Golbandi,Iran,,27.481425,52.615483
Kish Island,Kish Island,Iran,KIH,26.526156,53.980211
Bandar Lengeh,Bandar Lengeh,Iran,BDH,26.532,54.824847
Khark Island,Khark Island,Iran,,29.260278,50.323889
Sirri Island,Siri Island,Iran,,25.908869,54.5394
Lavan Island,Lavan Island,Iran,,26.8103,53.356289
Shahid Ashrafi Esfahani,Bakhtaran,Iran,KSH,34.345853,47.158128
Sanandaj,Sanandaj,Iran,SDG,35.245856,47.009247
Hesa,Daran,Iran,,32.928889,51.561111
Shahid Vatan Pour Air Base,Esfahan,Iran,,32.567039,51.691594
Kashan,Kashan,Iran,,33.895333,51.577044
Esfahan Shahid Beheshti Intl,Esfahan,Iran,,32.750836,51.861267
Badr Air Base,Sepah,Iran,,32.621108,51.697017
Rasht,Rasht,Iran,RAS,37.325314,49.605817
Arak,Arak,Iran,,34.138147,49.847292
Ghazvin Azadi,Abe-ali,Iran,,35.952097,50.450778
Kushke Nosrat,Kushke Nosrat,Iran,,34.98395,50.806219
Doshan Tappeh,Teheran,Iran,,35.702983,51.475131
Imam Khomeini Intl,Abyek,Iran,,35.416111,51.152222
Ghale Morghi,Teheran,Iran,,35.644806,51.380695
Mehrabad Intl,Teheran,Iran,THR,35.689167,51.313416
Ghazvin,Ghazvin,Iran,,36.240061,50.047153
Naja,Khoram Dareh,Iran,,35.776286,50.881014
Bandar Abbass Intl,Bandar Abbas,Iran,BND,27.218317,56.37785
Jiroft,Jiroft,Iran,,28.726925,57.670269
Kerman,Kerman,Iran,KER,30.274444,56.951111
Havadarya,Bandar Abbas,Iran,,27.158251,56.172461
Dayrestan,Gheshm I.,Iran,,26.754639,55.902353
Sirjan,Sirjan,Iran,,29.550933,55.672708
Birjand,Birjand,Iran,XBJ,32.898056,59.266111
Sarakhs,Sarakhs,Iran,,36.501178,61.064903
Shahroud,Emam Shahr,Iran,,36.425094,55.104833
Tabas,Tabas,Iran,,33.66775,56.892675
Kalaleh,Kalaleh,Iran,,37.383272,55.452008
Ramsar,Ramsar,Iran,RZR,36.909908,50.679589
Fasa,Fasa,Iran,,28.891756,53.723339
Jahrom,Jahrom,Iran,,28.586675,53.579144
Lamerd,Lamerd,Iran,,27.372744,53.188794
Shiraz Shahid Dastghaib Intl,Shiraz,Iran,SYZ,29.539242,52.589786
Khoy,Khoy,Iran,,38.427453,44.973575
Tabriz Intl,Tabriz,Iran,TBZ,38.133889,46.235
Zanjan,Zanjan,Iran,,36.77365,48.359422
Yazd Shahid Sadooghi,Yazd,Iran,AZD,31.904908,54.276503
Zabol,Zabol,Iran,,31.098333,61.543889
Chah Bahar,Chah Bahar,Iran,ZBR,25.44335,60.382114
Zahedan Intl,Zahedan,Iran,ZAH,29.475686,60.906189
Iran Shahr,Iran Shahr,Iran,,27.236117,60.720039
Saravan,Saravan,Iran,,27.419261,62.315789
Queen Alia Intl,Amman,Jordan,AMM,31.722556,35.993214
Marka Intl,Amman,Jordan,ADJ,31.972703,35.991569
Aqaba King Hussein Intl,Aqaba,Jordan,AQJ,29.611619,35.018067
Prince Hasan,Hotel Four,Jordan,,32.160747,37.149383
Jerusalem,Jerusalem,West Bank,,31.864722,35.219167
King Hussein,Mafraq,Jordan,OMF,32.356353,36.259181
Kuwait Intl,Kuwait,Kuwait,KWI,29.226567,47.968928
Rafic Hariri Intl,Beirut,Lebanon,BEY,33.820931,35.488389
Rene Mouawad,Kleiat,Lebanon,,34.589333,36.011322
Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,AUH,24.432972,54.651138
Bateen,Abu Dhabi,United Arab Emirates,AZI,24.428333,54.458084
Al Hamra Aux,Al Hamra,United Arab Emirates,,24.073981,52.463644
Jebel Dhana,Jebel Dhana,United Arab Emirates,,24.187428,52.614
Al Dhafra,Abu Dhabi,United Arab Emirates,,24.248249,54.547722
Arzanah,Arzana,United Arab Emirates,,24.780528,52.559944
Das Island,Das Island,United Arab Emirates,,25.146219,52.873711
Zirku,Zirku,United Arab Emirates,,24.861542,53.077833
Dubai Intl,Dubai,United Arab Emirates,DXB,25.252778,55.364444
Fujairah Intl,Fujeirah,United Arab Emirates,FJR,25.112225,56.323964
Ras Al Khaimah Intl,Ras Al Khaimah,United Arab Emirates,RKT,25.613483,55.938817
Sharjah Intl,Sharjah,United Arab Emirates,SHJ,25.328575,55.51715
Khasab,Khasab,Oman,KHS,26.170986,56.240569
Masirah,Masirah,Oman,MSH,20.675434,58.890467
Seeb Intl,Muscat,Oman,MCT,23.593278,58.284444
Salalah,Salalah,Oman,SLL,17.038719,54.091297
Thumrait,Thumrait,Oman,TTH,17.666,54.024612
Bhagatanwala,Bhagtanwala,Pakistan,,32.056108,72.9484
Faisalabad Intl,Faisalabad,Pakistan,LYP,31.365014,72.994842
Gwadar,Gwadar,Pakistan,GWD,25.233308,62.329494
Gilgit,Gilgit,Pakistan,GIL,35.918786,74.333644
Shahbaz Ab,Jacobsbad,Pakistan,,28.284167,68.449711
Jinnah Intl,Karachi,Pakistan,KHI,24.906547,67.160797
Allama Iqbal Intl,Lahore,Pakistan,LHE,31.521564,74.403594
Walton,Lahore,Pakistan,,31.494794,74.346239
Mangla,Mangla,Pakistan,,33.050086,73.638381
Muzaffarabad,Muzaffarabad,Pakistan,MFG,34.339022,73.508639
Mianwali,Mianwali,Pakistan,,32.563089,71.570681
Moenjodaro,Moenjodaro,Pakistan,MJD,27.335156,68.143053
Masroor,Karachi,Pakistan,,24.893564,66.938753
Multan Intl,Multan,Pakistan,MUX,30.203222,71.419111
Nawabshah,Nawabshah,Pakistan,WNS,26.219442,68.390053
Okara,Okara,Pakistan,,30.741025,73.357736
Panjgur,Panjgur,Pakistan,PJG,26.954547,64.132517
Pasni,Pasni,Pakistan,PSI,25.290487,63.345083
Peshawar Intl,Peshawar,Pakistan,PEW,33.993911,71.514581
Qasim,Qasim,Pakistan,,33.560153,73.033217
Quetta,Quetta,Pakistan,UET,30.251369,66.937764
Sheikh Zayed,Rahim Yar Khan,Pakistan,RYK,28.3839,70.279572
Chaklala,Islamabad,Pakistan,ISB,33.616653,73.099233
Risalpur,Risalpur,Pakistan,,34.081112,71.972583
Rawalakot,Rawala Kot,Pakistan,RAZ,33.849658,73.798147
Sukkur,Sukkur,Pakistan,SKZ,27.721989,68.791683
Saidu Sharif,Saidu Sharif,Pakistan,SDT,34.813556,72.352814
Sui,Sui,Pakistan,SUL,28.645142,69.176917
Talhar,Talhar,Pakistan,BDN,24.841519,68.838408
Wana,Wana,Pakistan,,32.304664,69.570433
Zhob,Zhob,Pakistan,PZH,31.358381,69.463606
Basrah Intl,Basrah,Iraq,BSR,30.549069,47.662142
Aleppo Intl,Aleppo,Syria,ALP,36.180675,37.224358
Damascus Intl,Damascus,Syria,DAM,33.410636,36.514267
Deir Zzor,Deire Zor,Syria,DEZ,35.285374,40.175961
Bassel Al Assad Intl,Latakia,Syria,LTK,35.401094,35.948681
Palmyra,Palmyra,Syria,PMS,34.557361,38.316889
Doha Intl,Doha,Qatar,DOH,25.261125,51.565056
Canton,Canton Island,Kiribati,CIS,-2.768122,-171.710394
Rota Intl,Rota,Northern Mariana Islands,ROP,14.174308,145.242536
Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,SPN,15.119003,145.729356
Andersen Afb,Andersen,Guam,UAM,13.583953,144.930025
Guam Intl,Agana,Guam,GUM,13.48345,144.795983
Tinian Intl,West Tinian,Northern Mariana Islands,TIQ,14.999203,145.61935
Marshall Islands Intl,Majuro,Marshall Islands,MAJ,7.064758,171.272022
Dyess Aaf,Kwajalein,Marshall Islands,,9.396886,167.470869
Bucholz Aaf,Kwajalein,Marshall Islands,KWA,8.720122,167.731661
Cassidy Intl,Kiritimati,Kiribati,CXI,1.986161,-157.349778
Midway Atoll,Midway,Midway Islands,MDY,28.201725,-177.380636
Chuuk Intl,Chuuk,Micronesia,TKK,7.461869,151.843006
Pohnpei Intl,Pohnpei,Micronesia,PNI,6.9851,158.208989
Babelthuap,Babelthuap,Palau,ROR,7.367303,134.544278
Kosrae,Kosrae,Micronesia,KSA,5.356975,162.958386
Yap Intl,Yap,Micronesia,YAP,9.498911,138.082497
Shang Yi,Kinmen,Taiwan,KNH,24.427892,118.359197
Pingtung South,Pingtung,Taiwan,PIF,22.672367,120.461728
Longtan,Longtang,Taiwan,,24.855136,121.237636
Fengnin,Fengnin,Taiwan,TTT,22.754986,121.101681
Lyudao,Green Island,Taiwan,GNI,22.673853,121.466481
Kaohsiung Intl,Kaohsiung,Taiwan,KHH,22.577094,120.350006
Chiayi,Chiayi,Taiwan,CYI,23.461779,120.39283
Lanyu,Lanyu,Taiwan,KYD,22.028842,121.533642
Ching Chuang Kang,Taichung,Taiwan,RMQ,24.264668,120.62058
Tainan,Tainan,Taiwan,TNN,22.950361,120.205778
Hsinchu,Hsinchu,Taiwan,,24.818033,120.939394
Magong,Makung,Taiwan,MZG,23.568669,119.628311
Jhihhang,Taitung,Taiwan,,22.793117,121.181975
Pingtung North,Pingtung,Taiwan,,22.700239,120.482
Sungshan,Taipei,Taiwan,TSA,25.069722,121.5525
Taoyuan Intl,Taipei,Taiwan,TPE,25.077731,121.232822
Wang An,Wang An,Taiwan,WOT,23.370833,119.494444
Hualien,Hualien,Taiwan,HUN,24.023725,121.616906
Narita Intl,Tokyo,Japan,NRT,35.764722,140.386389
Matsumoto,Matsumoto,Japan,MMJ,36.166758,137.922669
Hyakuri,Ibaraki,Japan,IBR,36.181083,140.415444
Minami Torishima,Minami Tori Shima,Japan,,24.289697,153.979119
Iwo Jima,Iwojima,Japan,IWO,24.784,141.322722
Nanki Shirahama,Nanki-shirahama,Japan,SHM,33.662222,135.364444
Kohnan,Kohnan,Japan,,34.590836,133.933225
Obihiro,Obihiro,Japan,OBO,42.733333,143.217222
New Chitose,Sapporo,Japan,CTS,42.7752,141.692283
Hakodate,Hakodate,Japan,HKD,41.77,140.821944
Chitose,Chitose,Japan,SPK,42.794475,141.666447
Memanbetsu,Memanbetsu,Japan,MMB,43.880606,144.164053
Nakashibetsu,Nakashibetsu,Japan,SHB,43.5775,144.96
Tokachi,Tokachi,Japan,,42.890544,143.158475
Wakkanai,Wakkanai,Japan,WKJ,45.404167,141.800833
Iki,Iki,Japan,IKI,33.749027,129.785417
Yamaguchi Ube,Yamaguchi,Japan,UBJ,33.93,131.278611
Tsushima,Tsushima,Japan,TSJ,34.284889,129.33055
Monbetsu,Monbetsu,Japan,MBE,44.303914,143.404028
Asahikawa,Asahikawa,Japan,AKJ,43.670833,142.4475
Okushiri,Okushiri,Japan,OIR,42.071667,139.432911
Rishiri,Rishiri Island,Japan,RIS,45.242006,141.186431
Ashiya,Ashiya,Japan,,33.883083,130.653
Yakushima,Yakushima,Japan,KUM,30.385569,130.659017
Fukue,Fukue,Japan,FUJ,32.666269,128.832808
Fukuoka,Fukuoka,Japan,FUK,33.585942,130.450686
New Tanegashima,Tanegashima,Japan,TNE,30.605067,130.991231
Kagoshima,Kagoshima,Japan,KOJ,31.803397,130.719408
Miyazaki,Miyazaki,Japan,KMI,31.877222,131.448611
Nyutabaru,Nyutabaru,Japan,,32.083611,131.451389
Oita,Oita,Japan,OIT,33.479444,131.737222
New Kitakyushu,Kitakyushu,Japan,KKJ,33.845942,131.034689
Kumamoto,Kumamoto,Japan,KMJ,32.837319,130.85505
Nagasaki,Nagasaki,Japan,NGS,32.916944,129.913611
Kanoya,Kanoya,Japan,,31.367608,130.845456
Tsuiki,Tsuiki,Japan,,33.685,131.040278
Amami,Amami,Japan,ASJ,28.430633,129.712542
Okierabu,Okierabu,Japan,,27.425522,128.700903
Tokunoshima,Tokunoshima,Japan,TKN,27.836381,128.881253
Fukui,Fukui,Japan,,36.142847,136.223922
Gifu,Gifu,Japan,,35.394078,136.869667
Hamamatsu,Hamamatsu,Japan,,34.750239,137.703083
Komatsu,Kanazawa,Japan,KMQ,36.394611,136.406544
Oki,Oki Island,Japan,OKI,36.181125,133.324844
Toyama,Toyama,Japan,TOY,36.648333,137.1875
Shizuhama,Yaizu,Japan,,34.812778,138.298056
Hiroshima,Hiroshima,Japan,HIJ,34.436111,132.919444
Okayama,Okayama,Japan,OKJ,34.756944,133.855278
Izumo,Izumo,Japan,IZO,35.413611,132.89
Hofu,Hofu,Japan,,34.034667,131.549194
Yonago Kitaro,Miho,Japan,YGJ,35.492222,133.236389
Iwakuni Mcas,Iwakuni,Japan,,34.14386,132.23575
Kochi,Kochi,Japan,KCZ,33.546111,133.669444
Matsuyama,Matsuyama,Japan,MYJ,33.827222,132.699722
Osaka Intl,Osaka,Japan,ITM,34.785528,135.438222
Tottori,Tottori,Japan,TTJ,35.530069,134.166553
Tokushima,Tokushima,Japan,TKS,34.132808,134.606639
Takamatsu,Takamatsu,Japan,TAK,34.214167,134.015556
Yao,Osaka,Japan,,34.596311,135.602944
Ozuki,Ozuki,Japan,,34.045322,131.052144
Aomori,Aomori,Japan,AOJ,40.734722,140.690833
Yamagata,Yamagata,Japan,GAJ,38.411894,140.371331
Sado,Sado,Japan,,38.060181,138.413928
Hachinohe,Hachinoe,Japan,,40.556447,141.466325
Hanamaki,Hanamaki,Japan,HNA,39.428611,141.135278
Akita,Akita,Japan,AXT,39.615556,140.218611
Misawa Ab,Misawa,Japan,MSJ,40.703222,141.368364
Sendai,Sendai,Japan,SDJ,38.139722,140.916944
Matsushima,Matsushima,Japan,,38.404919,141.219572
Atsugi Naf,Atsugi,Japan,,35.454611,139.450167
Tateyama,Tateyama,Japan,,34.987053,139.829208
Hachijojima,Hachijojima,Japan,HAC,33.115,139.785833
Iruma,Iruma,Japan,,35.841944,139.410556
Kisarazu,Kisarazu,Japan,,35.398272,139.909936
Shimofusa,Shimofusa,Japan,,35.798944,140.011111
Oshima,Oshima,Japan,OIM,34.782033,139.360306
Kastner Aaf,Zama,Japan,,35.513769,139.393675
Tokyo Intl,Tokyo,Japan,HND,35.552258,139.779694
Yokota Ab,Yokota,Japan,OKO,35.748492,139.348483
Gwangju,Kwangju,South Korea,KWJ,35.126389,126.808889
Jeon Ju,Jhunju,South Korea,,35.878436,127.11955
Yeosu,Yeosu,South Korea,RSU,34.842328,127.61685
Sokcho,Sokch'o,South Korea,SHO,38.142614,128.598556
Gangneung,Kangnung,South Korea,KAG,37.753561,128.943625
Jeju Intl,Cheju,South Korea,CJU,33.511306,126.493028
Jinhae,Chinhae,South Korea,,35.141175,128.695792
Gimhae Intl,Busan,South Korea,PUS,35.179528,128.938222
Ulsan,Ulsan,South Korea,USN,35.593494,129.351722
A 511,Pyongtaek,South Korea,,36.962214,127.031072
Seoul Ab,Seoul East,South Korea,SSN,37.445833,127.113889
Osan Ab,Osan,South Korea,OSN,37.090617,127.029594
Gimpo,Seoul,South Korea,GMP,37.558311,126.790586
Suwon,Suwon,South Korea,,37.239406,127.007053
Pohang,Pohang,South Korea,KPO,35.987858,129.420486
Daegu Ab,Taegu,South Korea,TAE,35.894108,128.658856
Yecheon,Yechon,South Korea,YEC,36.631933,128.35485
Naha,Okinawa,Japan,OKA,26.195814,127.645869
Ie Shima Aux Ab,Iejima,Japan,,26.728775,127.761775
Kadena Ab,Kadena,Japan,DNA,26.355612,127.767633
Ishigaki,Ishigaki,Japan,ISG,24.344525,124.186983
Kumejima,Kumejima,Japan,UEO,26.363506,126.713806
Minami Daito,Minami Daito,Japan,MMD,25.846533,131.263494
Miyako,Miyako,Japan,MMY,24.782833,125.295111
Kitadaito,Kitadaito,Japan,KTD,25.944722,131.326944
Shimojishima,Shimojishima,Japan,SHI,24.826667,125.144722
Tarama,Tarama,Japan,,24.653889,124.675278
Yoron,Yoron,Japan,RNJ,27.043964,128.401517
Futenma Mcas,Futema,Japan,,26.274275,127.756494
Yonaguni,Yonaguni Jima,Japan,OGN,24.466944,122.977778
Ninoy Aquino Intl,Manila,Philippines,MNL,14.508647,121.019581
Cotabato,Cotabato,Philippines,CBO,7.165242,124.209619
Cagayan De Oro,Ladag,Philippines,CGY,8.415619,124.611219
Pagadian,Pagadian,Philippines,PAG,7.827197,123.458294
Tambler,Romblon,Philippines,,6.058003,125.096033
Zamboanga Intl,Zamboanga,Philippines,ZAM,6.922419,122.059633
Baguio,Baguio,Philippines,BAG,16.375103,120.619636
Daet,Daet,Philippines,,14.129167,122.980181
Basa Ab,Floridablanca,Philippines,,14.986527,120.4925
Lingayen,Lingayen,Philippines,,16.034786,120.241106
San Jose,San Jose,Philippines,,12.361517,121.046639
Fernando Ab,Lipa,Philippines,,13.955017,121.124925
Mamburao,Mamburao,Philippines,,13.208092,120.60535
Vigan,Vigan,Philippines,,17.555331,120.355797
Baler,Baler,Philippines,,15.729836,121.500133
Bagabag,Bagabag,Philippines,,16.619194,121.252319
Daniel Z Romualdez,Tacloban,Philippines,TAC,11.227628,125.027758
Bacolod,Bacolod,Philippines,BCD,10.642511,122.929617
Dumaguete,Dumaguete,Philippines,DGT,9.333714,123.300472
Caticlan,Caticlan,Philippines,,11.924503,121.95405
Guiuan,Guiuan,Philippines,,11.035544,125.741594
Iloilo,Iloilo,Philippines,ILO,10.713044,122.545297
Kalibo,Kalibo,Philippines,KLO,11.679431,122.376294
Mactan Cebu Intl,Masbate,Philippines,,10.307542,123.979439
Puerto Princesa,Puerto Princesa,Philippines,PPS,9.742119,118.758731
Antique,San Jose,Philippines,SJI,10.766044,121.933439
Comodoro Pierrestegui,Concordia,Argentina,COC,-31.296944,-57.996631
Gualeguaychu,Gualeguaychu,Argentina,GHU,-33.010278,-58.613056
Junin,Junin,Argentina,,-34.545889,-60.930556
General Urquiza,Parana,Argentina,PRA,-31.794778,-60.480361
Rosario,Rosario,Argentina,ROS,-32.903611,-60.785
Sauce Viejo,Santa Fe,Argentina,SFN,-31.711666,-60.811668
Aeroparque Jorge Newbery,Buenos Aires,Argentina,AEP,-34.559175,-58.415606
Ambrosio L V Taravella,Cordoba,Argentina,COR,-31.323619,-64.207953
Chamical,Gobernador Gordillo,Argentina,,-30.345278,-66.29361
San Fernando,San Fernando,Argentina,,-34.453189,-58.589644
Mariano Moreno,Jose C. Paz,Argentina,,-34.56065,-58.789564
La Plata,La Plata,Argentina,LPG,-34.972222,-57.894694
Moron,Moron,Argentina,,-34.676317,-58.642756
El Palomar,El Palomar,Argentina,,-34.609939,-58.612592
Chos Malal,Chosmadal,Argentina,,-37.444692,-70.222469
General Roca,Fuerte Gral Roca,Argentina,,-39.000672,-67.620514
El Plumerillo,Mendoza,Argentina,MDZ,-32.831717,-68.792856
Malargue,Malargue,Argentina,LGS,-35.493597,-69.574267
San Rafael,San Rafael,Argentina,AFA,-34.588314,-68.403854
Catamarca,Catamarca,Argentina,CTC,-28.593214,-65.750925
Santiago Del Estero,Santiago Del Estero,Argentina,SDE,-27.765617,-64.310122
Tinogasta,Tinogasta,Argentina,,-28.03775,-67.580314
La Rioja,La Rioja,Argentina,IRJ,-29.381636,-66.795839
Chilecito,Chilecito,Argentina,,-29.223888,-67.438889
Teniente Benjamin Matienzo,Tucuman,Argentina,TUC,-26.840861,-65.104944
San Juan,San Julian,Argentina,UAQ,-31.571472,-68.418194
Rio Cuarto Area De Material,Rio Cuarto,Argentina,RCU,-33.085128,-64.261314
Villa Dolores,Villa Dolores,Argentina,VDR,-31.945183,-65.146283
Laboulaye,Laboulaye,Argentina,,-34.135444,-63.36225
Marcos Juarez,Marcos Juarez,Argentina,,-32.683639,-62.157792
Villa Reynolds,Villa Reynolds,Argentina,,-33.725144,-65.378086
San Luis,San Luis,Argentina,LUQ,-33.273192,-66.356422
Corrientes,Corrientes,Argentina,CNQ,-27.445503,-58.761864
Resistencia,Resistencia,Argentina,RES,-27.449986,-59.056125
Formosa,Formosa,Argentina,FMA,-26.212722,-58.228111
Cataratas Del Iguazu,Iguazu Falls,Argentina,IGR,-25.737281,-54.473444
Paso De Los Libres,Paso De Los Libres,Argentina,AOL,-29.689425,-57.152078
Monte Caseros,Monte Caseros,Argentina,,-30.271922,-57.640231
Posadas,Posadas,Argentina,PSS,-27.385839,-55.970728
Termal,Presidencia R.s.pena,Argentina,,-26.756519,-60.493103
Salta,Salta,Argentina,SLA,-24.855978,-65.486169
Jujuy,Jujuy,Argentina,JUJ,-24.392778,-65.097778
Oran,Oran,Argentina,ORA,-23.152779,-64.32917
La Quiaca,La Quiaca,Argentina,,-22.150556,-65.5775
Eldorado,El Dorado,Argentina,,-26.397499,-54.574722
Goya,Goya,Argentina,,-29.099472,-59.250583
Obera,Obera,Argentina,,-27.518156,-55.124156
Reconquista,Reconquista,Argentina,,-29.210278,-59.68
Curuzu Cuatia,Curuzu Cuatia,Argentina,,-29.770555,-57.978889
El Bolson,El Bolson,Argentina,EHL,-41.943189,-71.532289
Comodoro Rivadavia,Comodoro Rivadavia,Argentina,CRD,-45.785347,-67.465508
